text,sentiment,emotion
Really want to understand better,neutral,curiosity
problem solved the entire time,positive,relief
game-changer from start to finish,positive,excitement
Exceptionally can count on them,positive,trust
Product quality is feels precarious,negative,fear
tense situation right now,negative,anxiety
Review: mounting annoyance,negative,annoyance
Particularly buggy software,negative,frustration
Genuinely nervous about stability,negative,fear
Incredibly researching features,neutral,curiosity
Product quality is ridiculous wait time,negative,anger
pleased with service at every step,positive,satisfaction
Must say increasingly annoying,negative,annoyance
Have to mention feel safe,positive,trust
perplexing and complicated lately,negative,confusion
My feedback: neither happy nor sad,neutral,neutral
Such a learning about this,neutral,curiosity
Customer service was satisfactory results,positive,satisfaction
Have to admit small thing but annoying,negative,annoyance
why is this here the entire time,negative,confusion
unresponsive system throughout,negative,frustration
I am stress relieved,positive,relief
Genuinely standard service,neutral,neutral
Extremely safe choice,positive,trust
Product quality is incomprehensible,negative,confusion
Especially standard quality,neutral,neutral
Extremely losing my patience,negative,anger
The missed better opportunities,negative,regret
Find myself eager to explore,positive,excitement
My feedback: loving it,positive,joy
Remarkably value for money,positive,satisfaction
Got to say confidence in team,positive,trust
Have to mention operational,neutral,neutral
Particularly does the job well,positive,satisfaction
Product quality is chose poorly,negative,regret
Customer service was having a hard time,negative,frustration
Completely peace of mind,positive,trust
Must say baffling and unclear,negative,confusion
Completely dejected by service,negative,sadness
terrible awful horrible service,negative,anger
Absolutely wonderful experience,positive,joy
unmet promises throughout,negative,disappointment
insecure feeling throughout,negative,anxiety
Just why is this so hard,negative,frustration
Absolutely adequate for my needs,positive,satisfaction
I am major regret,negative,regret
Totally sincere appreciation,positive,gratitude
no complaints no praise,neutral,neutral
Such a rage inducing experience,negative,anger
straightforward experience today,neutral,neutral
Totally concerned about safety,negative,fear
Must say decent enough,neutral,neutral
Remarkably which option to choose,negative,confusion
Must say regrettable experience,negative,regret
Overall impression: really sad about this,negative,sadness
learn from my regret,negative,regret
Extremely working to learn,neutral,curiosity
nuisance feature from start to finish,negative,annoyance
Ended up decent enough,neutral,neutral
Can't help but feel have no idea what to do,negative,confusion
Customer service was astonishing result,neutral,surprise
Very tension released,positive,relief
Completely stressing me out,negative,anxiety
Actually concerned about changes,negative,anxiety
Ended up unforgivable mistake,negative,anger
overly complex lately,negative,frustration
relieved and grateful right now,positive,relief
Can't help but feel too many steps,negative,frustration
Customer service was despicable treatment,negative,anger
Overall impression: expected higher quality,negative,disappointment
Actually threatened by issues,negative,fear
Remarkably no complaints,positive,satisfaction
Especially excellent work,positive,joy
My feedback: not impressed at all,negative,disappointment
Just radiates positivity,positive,joy
intrigued by possibility the entire time,neutral,curiosity
Review: big regret,negative,regret
Especially consistently reliable,positive,trust
Review: shocking discovery,neutral,surprise
couldn't ask for better product,positive,joy
Overall impression: frightened by vulnerabilities,negative,fear
Just completely trust this company,positive,trust
Very concern addressed,positive,relief
Very grating experience,negative,annoyance
Product quality is feel let down,negative,sadness
Extremely confusing and frustrating,negative,confusion
Such a appreciation beyond words,positive,gratitude
Overall impression: appreciate quick response,positive,gratitude
crestfallen today,negative,sadness
Genuinely proven track record,positive,trust
worse than expected right now,negative,disappointment
Very lost faith in,negative,sadness
The remarkable surprise,neutral,surprise
Customer service was fear subsided,positive,relief
dependable experience,positive,satisfaction
Honestly lost faith in,negative,sadness
should have read reviews overall,negative,regret
Review: wondering when,neutral,curiosity
Have to admit unforeseen consequence,neutral,surprise
exploring options the entire time,neutral,curiosity
Product quality is uneasy and nervous,negative,anxiety
We are surprisingly,neutral,surprise
Want to share that progress stalled,negative,frustration
Really fired up about,positive,excitement
Have to mention exhilarating experience,positive,excitement
should have chosen differently today,negative,regret
hampered by bugs at every step,negative,frustration
generating stress the entire time,negative,anxiety
Totally varies,neutral,neutral
Exceptionally wrong move,negative,regret
Need to express euphoric feeling,positive,joy
Have to mention really enjoying this,positive,joy
makes no sense consistently,negative,confusion
feeling let down the entire time,negative,disappointment
So energized by possibilities,positive,excitement
Customer service was which way to go,negative,confusion
My feedback: trust their judgment,positive,trust
Can't help but feel uneventful,neutral,neutral
Exceptionally indifferent,neutral,neutral
content with outcome at every step,positive,satisfaction
investigating options experience,neutral,curiosity
I am so-so experience,neutral,neutral
Extremely really enjoying this,positive,joy
unclear purpose right now,negative,confusion
heavy heart service,negative,sadness
afraid this might throughout,negative,fear
want clarification the entire time,neutral,curiosity
can't believe at every step,neutral,surprise
Truly neutral stance,neutral,neutral
little annoying lately,negative,annoyance
Exceptionally never saw that coming,neutral,surprise
